x,y,z,timestamp
0.2180789,0.06536258,0.12767084,1079
0.29626966,0.042760566,0.14905111,6065
0.37934732,0.018325957,0.17959438,11070
0.5174029,-0.02321288,0.2406809,16044
0.6169739,-0.008552114,0.28527406,21068
0.72265357,0.050701816,0.34269542,26054
0.829555,0.13683382,0.39767328,31058
0.93951076,0.24007004,0.4569272,36063
1.056186,0.35613444,0.5198463,41088
1.1844677,0.51923543,0.5919284,46043
1.3115277,0.7134906,0.6731735,51048
1.4391985,0.9059132,0.7593055,56053
1.5564847,1.0885619,0.8344419,61077
1.6743816,1.351234,0.8784242,66062
1.7073684,1.4978416,0.86498517,71067
1.7018706,1.6065756,0.829555,76041
1.6621643,1.6859881,0.77946407,81066
1.59558,1.7531832,0.7293731,86051
1.5039502,1.8112154,0.68844515,91056
1.3897184,1.858252,0.657291,96061
1.2571607,1.922393,0.62858033,101085
1.1142182,1.9792033,0.6065892,106071
0.97310835,2.026851,0.5876524,111045
0.77396625,2.134974,0.5815437,116050
0.6591236,2.2473733,0.58459806,121074
0.5522222,2.3695462,0.5900958,126060
0.45570546,2.4770586,0.5882632,131065
0.37690386,2.533869,0.5748242,136069
0.3145956,2.5534167,0.54367006,141063
0.26511553,2.5552492,0.5021312,146049
0.23762658,2.5686884,0.4538729,151054
0.23518312,2.579684,0.41172317,156058
0.26206118,2.575408,0.38545597,161083
0.3549127,2.5485299,0.36957347,166069
0.44593164,2.5051584,0.3652974,171043
0.5497787,2.4422393,0.35430184,176047
0.6603453,2.3530529,0.3359759,181072
0.7715228,2.2467623,0.30970868,186057
0.87109387,2.1343632,0.26939157,191062
0.95172805,2.0280726,0.22052236,196067
1.0079277,1.91323,0.15943582,201061
1.0329732,1.7873917,0.09896017,206046
1.0238101,1.67316,0.04153884,211051
0.9877691,1.5851953,-0.0012217305,216056
0.88208944,1.5259414,-0.02076942,221085
0.79290307,1.4819591,-0.012217305,226066
0.7098254,1.4031575,-0.0067195175,231071
0.6444628,1.3084733,0.0061086523,236045
0.6084218,1.1979067,0.022602014,241071
0.6078109,1.0873401,0.037873644,246055
0.63407815,1.0048733,0.049480084,251060
0.6774496,0.9431759,0.057421334,256065
0.7287622,0.929126,0.06047566,261091
0.77396625,0.9718866,0.06536258,266044
0.8081747,1.073901,0.076358154,271049
0.8063421,1.1301007,0.095294975,276054
0.79168135,1.1948525,0.124005646,281080
0.77640975,1.2559389,0.15577064,286064
0.7641924,1.3072516,0.1826487,291068
0.7648033,1.3732251,0.20952678,296043
0.77579886,1.427592,0.2284636,301100
0.79473567,1.4727961,0.24190263,306053
0.820392,1.5039502,0.24556783,311057
0.84788096,1.5112807,0.24007004,316062
0.8723156,1.4795157,0.21746802,321091
0.8765916,1.4172074,0.19181168,326042
0.8723156,1.3170254,0.15821409,331046
0.8570439,1.1954633,0.11301007,336051
0.8374963,1.0549643,0.06963864,341080
0.81122905,0.8979719,0.028099801,346061
0.7831292,0.7470882,-0.004276057,351066
0.75747293,0.61208695,-0.032986723,356071
0.72143185,0.47708577,-0.05009095,361069
0.6640105,0.3494149,-0.052534413,366050
0.50762904,0.14477506,-0.03176499,371055
0.38423425,-0.017715093,-0.002443461,376060
0.27366763,-0.18203785,0.03176499,381086
0.17348573,-0.321926,0.0580322,386070
0.089186326,-0.4147775,0.08246681,391044
0.017715093,-0.46609017,0.099571034,396049
-0.039095376,-0.48991394,0.10934488,401075
-0.08735373,-0.49296826,0.10262536,406059
-0.13255776,-0.4990769,0.08368854,411063
-0.18448131,-0.50823987,0.04886922,416068
-0.23945917,-0.53023106,0.0036651916,421064
-0.3323107,-0.55771995,-0.06963864,426048
-0.40133846,-0.5748242,-0.115453534,431052
-0.47586402,-0.5992588,-0.15943582,436057
-0.56199604,-0.62980205,-0.20586158,441083
-0.65057147,-0.6805039,-0.24923302,446067
-0.73731434,-0.7470882,-0.29260445,451041
-0.8167268,-0.83016586,-0.3408628,456046
-0.8943067,-0.93462384,-0.39522982,461075
-0.9578367,-1.0836749,-0.44104472,466056
-1.0164797,-1.2528846,-0.4813618,471061
-1.0708468,-1.5381587,-0.5357288,476066
