x,y,z,timestamp
-3.5769374,3.9456444,10.15381,3616
-3.7325604,4.027047,10.263943,8621
-3.7924154,4.0916905,10.409989,13626
-3.8163576,4.0916905,10.577583,18600
-3.7780502,3.9983168,10.608707,23605
-3.6870706,3.916914,10.560823,28610
-3.5984852,3.8642416,10.366894,33615
-3.5338416,3.8498764,10.096349,38620
-3.53863,3.8618474,9.830592,43625
-3.502717,3.892972,9.516952,48599
-3.3446999,3.9456444,9.13388,53604
-3.1387985,4.0677485,8.6334915,58609
-2.9592333,4.2999864,8.013393,63614
-2.8658595,4.5298295,7.5561004,68619
-2.8802247,4.721366,7.240066,73624
-2.9233203,4.84347,7.103596,78598
-2.9376855,4.939238,7.0940194,83603
-3.0023289,4.9464207,7.302315,88608
-3.0214825,4.9224787,7.4986396,93613
-2.980781,4.8961425,7.6375036,98618
-2.9999347,4.8745947,7.687782,103622
-3.107674,4.9105077,7.78355,108627
-3.3039982,4.972757,8.018182,113602
-3.3614593,5.00867,8.0684595,118607
-3.4045548,5.0158525,7.9750857,123611
-3.4117374,4.984728,7.752425,128616
-3.3375173,5.0374002,7.347805,133621
-3.2249897,5.257667,6.445191,138626
-3.3734303,5.41329,6.145916,143600
-3.6415808,5.5162406,6.217742,148605
-3.7493198,5.5282116,5.959168,153610
-3.6870706,5.4899044,5.614403,158615
-3.5338416,5.3462524,5.415684,163620
-3.4811692,5.2241483,5.389348,168625
-3.514688,5.106832,5.566519,173599
-3.5051112,5.0158525,5.8346696,178604
-3.4021606,5.0158525,6.0046577,183609
-3.157952,5.0517654,6.045359,188614
-2.9376855,5.1523223,5.9687448,193619
-2.7724855,5.305551,5.7963624,198624
-2.621651,5.4180784,5.5641246,203598
-2.4732103,5.449203,5.29358,208603
-2.4516625,5.389348,4.9536033,213608
-2.5833437,5.291186,4.6591167,218613
-2.8203697,5.209783,4.39336,223618
-3.0693667,5.109226,4.211401,228622
-3.2824504,5.056554,4.156334,233627
-3.4476504,5.020641,4.223372,238602
-3.5410242,5.0302176,4.402937,243607
-3.5913026,5.0254292,4.7165775,248611
-3.58412,4.975151,5.149928,253616
-3.53863,4.927267,5.722142,258621
-3.3662477,4.817134,6.4643445,263626
-3.2345665,4.7405195,7.0964136,268600
-3.0885203,4.673482,7.6494746,273605
-3.0214825,4.6375685,8.214506,278610
-2.930503,4.5513773,8.791509,283615
-2.8275523,4.5058875,9.277532,288620
-2.719813,4.4077253,9.667787,293625
-2.6647465,4.343082,9.876082,298599
-2.657564,4.285621,10.010158,303604
-2.6839,4.2425256,10.09156,308609
-2.717419,4.209007,10.093954,313614
-2.753332,4.189853,10.000581,318619
-2.801216,4.187459,9.849746,323624
-2.9017725,4.187459,9.734824,328598
-3.0358477,4.209007,9.636662,333603
-3.1364043,4.2521024,9.576807,338608
-3.2106245,4.2042184,9.428367,343613
-3.2082303,4.177882,9.23683,348618
-3.1986535,4.175488,9.052477,353622
-3.1723173,4.1683054,8.916007,358627
-3.107674,4.1706996,8.872911,363602
-3.0478187,4.1826706,8.882488,368607
-3.016694,4.197036,8.939949,373611
-3.0358477,4.175488,9.045294,378616
-3.016694,4.120421,9.129091,383621
-3.0190883,4.072537,9.148245,388626
-3.083732,4.003105,9.212888,393600
-3.1507695,3.952827,9.210494,398605
-3.2034419,3.9576154,9.141062,403610
-3.2225955,3.9432502,9.021352,408615
-3.2130187,3.9600096,8.92319,413620
-3.1004913,3.845088,9.911995,418625
-3.0669725,3.9432502,9.423578,423599
-3.2465374,4.1371803,8.901642,428604
-3.2752678,4.256891,8.37013,433609
-3.2082303,4.381389,8.049306,438614
-2.9233203,4.369418,8.157045,443619
-2.5617957,4.185065,8.3821,448624
-2.3104045,4.012682,8.480263,453598
-2.2266076,3.9145198,8.508993,458603
-2.1883004,3.9504328,8.631097,463608
-2.2385786,4.060566,8.813056,468613
-2.3894134,4.122815,8.880095,473618
-2.5953147,4.1515455,8.913613,478622
-2.7964275,4.1299977,8.947132,483627
-2.954445,4.10845,8.9040365,488602
-3.0142999,4.10845,8.846576,493607
