"subject,","sessionIndex,","rep,","H.period,","DD.period.t,","UD.period.t,","H.t,","DD.t.i,","UD.t.i,","H.i,","DD.i.e,","UD.i.e,","H.e,","DD.e.five,","UD.e.five,","H.five,","DD.five.Shift.r,","UD.five.Shift.r,","H.Shift.r,","DD.Shift.r.o,","UD.Shift.r.o,","H.o,","DD.o.a,","UD.o.a,","H.a,","DD.a.n,","UD.a.n,","H.n,","DD.n.l,","UD.n.l,","H.l,","DD.l.Return,","UD.l.Return,","H.Return"
"1","1","1","0.11963200569152832","0.5352511405944824","0.4156191349029541","0.06540298461914062","0.3475179672241211","0.28211498260498047","0.05767035484313965","0.2917826175689697","0.23411226272583008","0.11393499374389648","0.5477752685546875","0.433840274810791","0.08990716934204102","0.2760488986968994","0.1861417293548584","0.4642055034637451","0.7621862888336182","0.29798078536987305","0.07667922973632812","0.169234037399292","0.09255480766296387","0.12896466255187988","0.21198463439941406","0.08301997184753418","0.0652625560760498","0.6494309902191162","0.5841684341430664","0.07362532615661621","0.4237182140350342","0.35009288787841797","0.056153297424316406"
